time_min,temp_C,OD600,strain,well,media,pos_selection,neg_selection,operator,repressor,volume_marker,date,run_number,blank_val,OD_sub,gp_OD600,gp_OD600_std,gp_growth_rate,gp_growth_rate_std,gp_doubling_time,gp_doubling_time_std
24.3,37.0,0.043,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.031550000000000016,0.011449999999999981,0.042691099999999996,0.001776081132494287,0.00014686700000000002,7.97585957746647e-05,4562.535,58703.998438363495
49.3,37.0,0.045,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.03165000000000002,0.01334999999999998,0.0458917,0.001505129087751499,0.0001090075,3.079777080966333e-05,6358.005,4872.478149349106
74.3,37.0,0.049,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.03160000000000002,0.017399999999999985,0.04855785,0.0015516890892275706,0.00011553050000000001,2.179419599946327e-05,5999.68,1356.5635431934159
99.3,37.0,0.052000000000000005,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.03160000000000002,0.020399999999999988,0.05189355,0.0014581597118775828,0.0001524535,2.1851756116715217e-05,4546.615,691.1469428294072
124.3,37.1,0.057,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.03160000000000002,0.025399999999999985,0.056356500000000004,0.0014612951255356858,0.000207132,1.921693464968413e-05,3346.4,317.36435624616263
149.3,37.0,0.062,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.03170000000000002,0.03029999999999998,0.0622543,0.0014600334465305527,0.000267399,1.647624019824583e-05,2592.185,163.21655468884964
174.3,37.1,0.069,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.03165000000000002,0.03734999999999999,0.069578,0.0014049470258407316,0.000327059,1.6449454033781087e-05,2119.335,107.90282293118115
199.3,37.1,0.078,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.031750000000000014,0.046249999999999986,0.07870669999999999,0.0014261199435938931,0.00039700499999999997,1.713315295893724e-05,1745.94,76.31263689774646
224.3,37.1,0.09,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.03185000000000002,0.05814999999999998,0.08974605,0.0014383664081104354,0.0004929509999999999,1.619566391380687e-05,1406.12,46.351087363843135
249.3,37.0,0.104,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.032000000000000015,0.07199999999999998,0.1037395,0.0014151704830619508,0.0006345565,1.5311963550496654e-05,1092.335,26.497052210899906
274.3,37.0,0.123,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.03195000000000002,0.09104999999999998,0.121966,0.00135587769761468,0.0008345065,1.5614563623940264e-05,830.6075000000001,15.556828318487877
299.3,37.1,0.146,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.032050000000000016,0.11394999999999997,0.145986,0.0014326584770363094,0.001093515,1.618422687059499e-05,633.8715,9.361876282558153
324.3,37.0,0.177,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.032050000000000016,0.14494999999999997,0.17704999999999999,0.0014424106571486485,0.00139654,1.6202192291442818e-05,496.3325,5.754559606879137
349.3,37.0,0.215,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.032000000000000015,0.183,0.2158115,0.0014897587988841983,0.00170908,1.5610056898015746e-05,405.567,3.7101532891249795
374.3,37.1,0.262,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.03220000000000002,0.2298,0.26219499999999996,0.0014927195888994028,0.001986285,1.5363484621226607e-05,348.967,2.6993634080942535
399.3,37.0,0.314,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.03210000000000002,0.2819,0.31462049999999997,0.0014671713937390624,0.00219014,1.6342156508502793e-05,316.4855,2.363174358295685
424.3,37.1,0.371,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.03235000000000002,0.33865,0.3707555,0.0014464228300611907,0.002290585,1.6113419662082913e-05,302.6065,2.1342051719971886
449.3,37.1,0.429,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.032500000000000015,0.39649999999999996,0.4281555,0.0014730421663233775,0.00227858,1.5608725687532036e-05,304.201,2.0850808617732053
474.3,37.1,0.485,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.03240000000000002,0.45259999999999995,0.483874,0.0015109968521646736,0.00216826,1.4894998560554929e-05,319.678,2.197011318034466
499.3,37.0,0.534,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.03235000000000002,0.50165,0.5359035000000001,0.0014613471731599822,0.0019848,1.5228693744720488e-05,349.22749999999996,2.676279215481741
524.3,37.0,0.583,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.03240000000000002,0.5506,0.582816,0.0014367079793094924,0.0017678099999999999,1.6119497576201178e-05,392.0935,3.5684499092027173
549.3,37.0,0.626,none_R0_none_mCherry,B02,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_sucrose,none,0.0,mCherry,20200729,1,0.032550000000000016,0.59345,0.624336,0.0014457393606285552,0.001550135,1.644313745068812e-05,447.15250000000003,4.742897757332003
