time_min,temp_C,OD600,YFP,strain,well,media,neg_selection,operator,repressor,volume_marker,date,run_number,blank_val,OD_sub,gp_OD600,gp_OD600_std,gp_growth_rate,gp_growth_rate_std,gp_doubling_time,gp_doubling_time_std
18.95,37.1,0.08900000000000001,29.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031687500000000014,0.057312499999999995,0.08742975,0.0021650517187085023,0.0005366515,6.751905425664666e-05,1291.615,183.74588244611894
38.95,37.0,0.095,31.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031437500000000014,0.0635625,0.09773625,0.001736593062955925,0.0005114690000000001,3.7627504421050784e-05,1355.205,102.91497884594946
58.95,37.1,0.107,34.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031750000000000014,0.07524999999999998,0.1082055,0.0017027783063366037,0.000538397,2.3787833243500058e-05,1287.425,57.06998147887282
78.95,37.0,0.121,27.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031375000000000014,0.08962499999999998,0.119565,0.0017743107487877894,0.0006150615,1.8367382072755956e-05,1126.955,33.49464045777409
98.95,37.0,0.135,33.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031375000000000014,0.103625,0.13317299999999999,0.0017031418450543102,0.0007400445,1.734644101780527e-05,936.6285,22.089833753923756
118.95,37.0,0.15,36.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031437500000000014,0.11856249999999999,0.149575,0.001746987122142164,0.0009019355,1.6772168988530446e-05,768.511,14.284806685122078
138.95,37.1,0.17,43.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031250000000000014,0.13874999999999998,0.169325,0.0017169933860603536,0.00109668,1.7795457904874667e-05,632.0405000000001,10.354168782907232
158.95,37.0,0.193,33.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031687500000000014,0.1613125,0.193461,0.0016869115186932606,0.00130381,1.5664072555125066e-05,531.631,6.412603957921892
178.95,37.0,0.221,40.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031187500000000014,0.1898125,0.221654,0.0017355199037720342,0.001515995,1.4371719042001276e-05,457.222,4.3390765722405344
198.95,37.0,0.253,26.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031375000000000014,0.221625,0.2539895,0.0016454130883256442,0.00171679,1.3946482386091328e-05,403.74649999999997,3.285176592024984
218.95,37.1,0.289,28.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031812500000000014,0.25718749999999996,0.290045,0.001748600018960407,0.0018944,1.4233115201050992e-05,365.8925,2.747833320987748
238.95,37.1,0.329,39.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031437500000000014,0.2975625,0.32943599999999995,0.0017790556136886846,0.00203721,1.4765445036742235e-05,340.24350000000004,2.457843679754334
258.95,37.0,0.371,38.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031250000000000014,0.33975,0.37119,0.001738205863775603,0.00213932,1.5472420890805105e-05,324.0035,2.339256499460172
278.95,37.1,0.415,46.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031687500000000014,0.38331249999999994,0.414822,0.0017016151490438587,0.002193285,1.4096225180670422e-05,316.03099999999995,2.0330684272458415
298.95,37.0,0.46,45.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031937500000000014,0.4280625,0.4587315,0.0017349728021235186,0.002201355,1.3147622583527758e-05,314.873,1.8853587824749831
318.95,37.1,0.505,38.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031375000000000014,0.47362499999999996,0.5024975,0.0017615083287121382,0.002164225,1.373487258509845e-05,320.2745,2.0345611387491727
338.95,37.0,0.546,48.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031312500000000014,0.5146875000000001,0.5449405,0.0016633162558166385,0.002084995,1.4256867474191748e-05,332.446,2.279833059054008
358.95,37.0,0.585,48.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031812500000000014,0.5531874999999999,0.5855655,0.001620041674923485,0.00197574,1.4005506369906796e-05,350.82950000000005,2.496950963873519
378.95,37.0,0.623,49.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032250000000000015,0.59075,0.6238159999999999,0.0017454653506467366,0.00184229,1.3862273807833027e-05,376.2425,2.832312057685086
398.95,37.1,0.657,51.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031875000000000014,0.625125,0.6593005000000001,0.0017215507868585597,0.0016961049999999998,1.3168360646261176e-05,408.67049999999995,3.176270305938852
418.95,37.1,0.6940000000000001,70.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031687500000000014,0.6623125000000001,0.6914724999999999,0.0017151935447348187,0.0015436949999999999,1.3723689069108041e-05,449.01800000000003,3.9968955427042228
438.95,37.0,0.718,66.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032125000000000015,0.685875,0.721049,0.0016542927589221382,0.001393105,1.3817451394271504e-05,497.55499999999995,4.917193512423752
458.95,37.1,0.746,67.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031250000000000014,0.71475,0.7474105,0.0017189190687100407,0.001251005,1.393772867276284e-05,554.072,6.151611222909183
478.95,37.0,0.7709999999999999,65.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031750000000000014,0.7392499999999999,0.77124,0.0016312240888057038,0.0011200099999999998,1.3788775818638388e-05,618.8745,7.591672148081443
498.95,37.1,0.797,71.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031625000000000014,0.765375,0.7924154999999999,0.0016723116218243805,0.00100323,1.3002481036938891e-05,690.9169999999999,8.953083221043647
518.95,37.1,0.813,76.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031625000000000014,0.7813749999999999,0.8113634999999999,0.0017666355812957007,0.000899775,1.284936307335017e-05,770.3565,11.014566191409019
538.95,37.0,0.828,70.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031625000000000014,0.7963749999999999,0.8284435,0.0016498779809419933,0.000807323,1.2074037532584703e-05,858.5745,12.854563927354105
558.95,37.0,0.843,69.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031437500000000014,0.8115625,0.843763,0.0016475532962412956,0.000724669,1.2705746468385432e-05,956.502,16.861621108548967
578.95,37.0,0.857,78.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031937500000000014,0.8250624999999999,0.857595,0.001632098140083462,0.0006484605,1.3945522010557126e-05,1068.91,23.285455002586904
598.95,37.0,0.871,81.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032312500000000015,0.8386875,0.869544,0.0017327862673347473,0.0005739779999999999,1.2846641081793844e-05,1207.62,27.30852372939425
618.95,37.0,0.878,77.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031625000000000014,0.846375,0.8806244999999999,0.0016337614110585113,0.0004999245,1.348033057367661e-05,1386.505,37.7200758211467
638.95,37.0,0.89,78.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031687500000000014,0.8583125,0.889677,0.0017784647047375491,0.0004227595,1.2609859848720563e-05,1639.58,49.291636212771664
658.95,37.0,0.895,85.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031812500000000014,0.8631875,0.8973245,0.0017662727141733617,0.0003460135,1.3494317672103378e-05,2003.235,78.56024929228774
678.95,37.0,0.902,92.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031375000000000014,0.870625,0.9034345,0.0016057419200680688,0.0002641805,1.40158479373766e-05,2623.7650000000003,138.46614346768027
698.95,37.0,0.908,80.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031812500000000014,0.8761875,0.9078820000000001,0.001653376112319543,0.0001828835,1.3785427380163685e-05,3790.105,288.0545144320121
718.95,37.0,0.914,92.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031875000000000014,0.882125,0.9108085,0.001758219114267332,0.00010485050000000001,1.2796526136748289e-05,6610.82,857.2491218832707
738.95,37.0,0.915,90.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031750000000000014,0.88325,0.9120809999999999,0.0017296654782861939,3.187245e-05,1.3330310968885116e-05,21607.75,29808.154714160897
758.95,37.0,0.914,76.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032625000000000015,0.881375,0.912052,0.0017488239075034277,-3.17487e-05,1.309957659720079e-05,-21656.95,159571.688403123
778.95,37.1,0.91,87.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031812500000000014,0.8781875,0.9108835,0.001725087813995919,-8.544215e-05,1.3453128306178363e-05,-8112.469999999999,1336.1088010325097
798.95,37.1,0.908,94.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031437500000000014,0.8765625,0.908552,0.0017073448544320379,-0.0001281835,1.3555731241378247e-05,-5407.465,583.2380967281754
818.95,37.1,0.904,79.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031625000000000014,0.872375,0.9057645,0.0017020537582938518,-0.000156182,1.293287824245331e-05,-4438.0650000000005,364.6513531308731
838.95,37.1,0.901,80.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031437500000000014,0.8695625,0.9025259999999999,0.0017105877309633146,-0.0001736175,1.3579465471749683e-05,-3992.37,323.2907348029687
858.95,37.0,0.898,91.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031750000000000014,0.86625,0.8991285,0.0017249627886195746,-0.0001779885,1.2704534191633669e-05,-3894.34,285.7121677681851
878.95,37.0,0.895,88.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031312500000000014,0.8636875,0.8956839999999999,0.0017872229761373738,-0.0001754235,1.3094395983695553e-05,-3951.2799999999997,302.7695811853184
898.95,37.1,0.892,80.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031375000000000014,0.860625,0.8918285,0.0016969837852618586,-0.00016766049999999998,1.409585635519846e-05,-4134.23,367.3405658447379
918.95,37.1,0.89,79.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032000000000000015,0.858,0.888675,0.0016504656186260495,-0.000154411,1.3972196377043373e-05,-4488.985000000001,432.74467624404843
938.95,37.0,0.887,78.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032125000000000015,0.854875,0.8857495,0.0017178757742234679,-0.00014155949999999999,1.350193059348294e-05,-4896.52,506.17091589424854
958.95,37.0,0.884,89.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031625000000000014,0.852375,0.8831335,0.0016487408974931947,-0.00012843099999999998,1.3801864214285282e-05,-5397.035,612.5106438362684
978.95,37.0,0.8809999999999999,85.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031312500000000014,0.8496874999999999,0.8806355,0.0017447560129300462,-0.0001195815,1.3380861450947958e-05,-5796.450000000001,692.7035954325019
998.95,37.0,0.879,92.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031500000000000014,0.8475,0.8783655,0.001802809806230724,-0.00011301099999999999,1.3631608402950793e-05,-6133.4400000000005,776.1763561123287
1018.95,37.1,0.8759999999999999,89.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031562500000000014,0.8444374999999998,0.8761665000000001,0.0016863177290170493,-0.000110318,1.4173838648892243e-05,-6283.155,856.2809241091517
1038.95,37.0,0.873,77.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031875000000000014,0.841125,0.874055,0.0016712155184874671,-0.000111059,1.476029359036744e-05,-6241.24,917.4241949839031
1058.95,37.0,0.871,90.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032250000000000015,0.83875,0.8714965,0.0017540346903441072,-0.0001097135,1.391690280020451e-05,-6317.799999999999,830.285144484391
1078.95,37.0,0.8690000000000001,87.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032062500000000015,0.8369375000000001,0.8693055000000001,0.0017047464204383066,-0.0001103825,1.3802284050298164e-05,-6279.51,827.5970085541476
1098.95,37.0,0.867,73.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032187500000000015,0.8348125,0.8673175,0.001686389404548961,-0.0001093845,1.3389782954296283e-05,-6336.8,825.9337511494061
1118.95,37.0,0.865,81.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032250000000000015,0.83275,0.865164,0.0017332491745947357,-0.0001068595,1.3500436372925444e-05,-6486.545,899.318840018778
1138.95,37.0,0.863,93.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031937500000000014,0.8310624999999999,0.863143,0.0017547013263412925,-0.0001034005,1.5018943776117767e-05,-6703.495000000001,1187.475545302651
1158.95,37.0,0.861,86.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032375000000000015,0.828625,0.8611519999999999,0.0017627428808031594,-9.629e-05,1.4801214686076199e-05,-7198.535,1351.1186717449252
1178.95,37.0,0.8590000000000001,86.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031875000000000014,0.8271250000000001,0.8590265,0.0016462712795477785,-8.695245e-05,1.5984112464407583e-05,-7971.57,1893.9934903225217
1198.95,37.1,0.858,81.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032125000000000015,0.8258749999999999,0.857527,0.0016805136992400094,-7.644045e-05,1.5000598441735893e-05,-9067.81,2246.928615498632
1218.95,37.0,0.857,93.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031500000000000014,0.8255,0.856102,0.0017362787395621597,-6.50882e-05,1.548346658491988e-05,-10649.35,3328.7438760461064
1238.95,37.0,0.855,90.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031937500000000014,0.8230624999999999,0.8548905,0.0018248514058562568,-5.3845500000000005e-05,1.536775731712437e-05,-12872.9,5495.970091249824
1258.95,37.1,0.8540000000000001,82.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032000000000000015,0.8220000000000001,0.853837,0.0018571569865066758,-4.405075e-05,1.773717074376684e-05,-15720.650000000001,54089.55768839596
1278.95,37.0,0.853,86.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031437500000000014,0.8215625,0.8529795,0.0017431272013603072,-3.71586e-05,1.7865050506323742e-05,-18358.6,141659.90869914286
1298.95,37.0,0.852,89.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031750000000000014,0.8202499999999999,0.8523259999999999,0.001906774109979702,-3.35799e-05,1.8241924414768895e-05,-19263.1,98982.78530516599
1318.95,37.0,0.851,78.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031937500000000014,0.8190624999999999,0.8516025,0.0017993598872863093,-3.2702850000000005e-05,2.195806805419807e-05,-19460.25,668924.2176088409
1338.95,37.0,0.851,84.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032062500000000015,0.8189375,0.8510125,0.0018672410175614444,-3.49396e-05,3.678781791366388e-05,-14516.65,310798.2240967434
1358.95,37.1,0.851,80.0,O1_R0_T_CFP,C03,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031812500000000014,0.8191875,0.8503845000000001,0.0020586855559575714,-4.227155e-05,6.359374367345792e-05,-8078.345,108997.75571250092
18.95,37.1,0.11,29.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031687500000000014,0.07831249999999998,0.10806099999999999,0.002006155904941229,0.00048138300000000005,7.798230081239073e-05,1439.9099999999999,294.46122819121285
38.95,37.0,0.115,31.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031437500000000014,0.08356249999999998,0.11822250000000001,0.0018560381735290958,0.0005462444999999999,3.828527619082113e-05,1268.9299999999998,92.4080916690726
58.95,37.1,0.129,33.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031750000000000014,0.09724999999999999,0.13017050000000002,0.0017784752448648878,0.0006574805,2.3850645561297527e-05,1054.25,38.139410807480715
78.95,37.0,0.146,36.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031375000000000014,0.11462499999999998,0.14475300000000002,0.0017035216318751773,0.000815662,2.2132498699066195e-05,849.797,22.916630887610793
98.95,37.0,0.165,28.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031375000000000014,0.133625,0.1631105,0.0017620298523010336,0.001012525,1.8621188884314243e-05,684.5709999999999,12.569638522253623
118.95,37.0,0.18600000000000005,28.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031437500000000014,0.15456250000000005,0.18553150000000002,0.0017272723972583351,0.001235645,1.845554117500277e-05,560.9590000000001,8.34645920844265
138.95,37.1,0.213,25.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031250000000000014,0.18174999999999997,0.212613,0.0016742486704854267,0.00147417,1.821740383076944e-05,470.196,5.808757802184704
158.95,37.0,0.244,38.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031687500000000014,0.2123125,0.244358,0.0016200064486488585,0.00171243,1.882387090546352e-05,404.774,4.469908044746433
178.95,37.0,0.28,38.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031187500000000014,0.24881250000000002,0.2807845,0.0017545191876187109,0.001929215,1.7579899691882967e-05,359.2905,3.2880896469936256
198.95,37.0,0.321,38.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031375000000000014,0.289625,0.32131149999999997,0.0016719125158897786,0.0021084149999999998,1.5941407423401774e-05,328.7535,2.4927752395534086
218.95,37.1,0.365,28.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031812500000000014,0.33318749999999997,0.3649775,0.0017141021478694176,0.002241005,1.4170799725687865e-05,309.3025,1.9597377546491315
238.95,37.1,0.41,35.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031437500000000014,0.37856249999999997,0.410423,0.0017243019374348753,0.002315165,1.54651705044935e-05,299.394,2.0010929244616693
258.95,37.0,0.456,34.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031250000000000014,0.42475,0.45703150000000003,0.0017606105544123983,0.0023298249999999998,1.7041237953042665e-05,297.51,2.1747306060981426
278.95,37.1,0.503,39.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031687500000000014,0.47131249999999997,0.5033615,0.0016571027760790475,0.00228494,1.6784426854271453e-05,303.35450000000003,2.2252740806746076
298.95,37.0,0.55,32.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031937500000000014,0.5180625,0.5482175,0.001743578742115064,0.0021875899999999997,1.5764962392729227e-05,316.85400000000004,2.281704072470959
318.95,37.1,0.588,48.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031375000000000014,0.5566249999999999,0.5904525,0.0017244228464225043,0.00204835,1.423806662553085e-05,338.39300000000003,2.347061640505113
338.95,37.0,0.632,45.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031312500000000014,0.6006875,0.6298539999999999,0.0017067956583121874,0.00188145,1.3928940003181226e-05,368.41150000000005,2.724676760020758
358.95,37.0,0.669,55.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031812500000000014,0.6371875,0.665673,0.0016708112475007475,0.0017010749999999998,1.5147129572509405e-05,407.476,3.6467244602001703
378.95,37.0,0.6970000000000001,53.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.032250000000000015,0.6647500000000001,0.6977774999999999,0.0016588043900142508,0.00151548,1.656180299966529e-05,457.37800000000004,5.010204224373552
398.95,37.1,0.728,66.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031875000000000014,0.696125,0.726323,0.001640020079632324,0.001341035,1.5516113327324882e-05,516.8755000000001,5.99829199684168
418.95,37.1,0.7509999999999999,58.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031687500000000014,0.7193124999999999,0.751633,0.001614162533121535,0.001184515,1.4570837763139163e-05,585.1735,7.220296556513258
438.95,37.0,0.77,61.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.032125000000000015,0.7378750000000001,0.773865,0.0017213481077051195,0.00104785,1.350863995851872e-05,661.4945,8.53905020972278
458.95,37.1,0.792,61.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031250000000000014,0.76075,0.7936405,0.00164083687717579,0.0009347425,1.3529794715436881e-05,741.538,10.734807855118246
478.95,37.0,0.81,66.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031750000000000014,0.77825,0.8115415,0.0017101385614784438,0.000841745,1.4496089379499627e-05,823.4639999999999,14.160172980816364
498.95,37.1,0.828,65.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031625000000000014,0.7963749999999999,0.827459,0.0016936785797775284,0.0007640165,1.5284918571867575e-05,907.241,18.045522253591443
518.95,37.1,0.8440000000000001,70.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031625000000000014,0.8123750000000001,0.8420225,0.0015920710431489339,0.0006990505000000001,1.451782921954014e-05,991.5554999999999,20.569668566954967
538.95,37.0,0.856,73.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031625000000000014,0.824375,0.8554875,0.0016426955152735988,0.0006387540000000001,1.3298173636198658e-05,1085.1550000000002,22.602116751509985
558.95,37.0,0.87,75.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031437500000000014,0.8385625,0.8675925,0.0017106722349578129,0.0005793560000000001,1.3102318759900537e-05,1196.41,27.10448030651738
578.95,37.0,0.879,69.0,O1_R22_T_CFP,C04,M9_0.5%_glucose,0_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031937500000000014,0.8470624999999999,0.8786214999999999,0.0015854065859504285,0.0005175539999999999,1.3654243830877469e-05,1339.275,35.744699482390224
