time_min,temp_C,OD600,YFP,strain,well,media,neg_selection,operator,repressor,volume_marker,date,run_number,blank_val,OD_sub,gp_OD600,gp_OD600_std,gp_growth_rate,gp_growth_rate_std,gp_doubling_time,gp_doubling_time_std
698.95,37.0,0.172,39.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031812500000000014,0.14018749999999996,0.1735395,0.001473890636870849,-2.36671e-05,1.0881234000672986e-05,-28955.4,290039.9835945858
718.95,37.0,0.171,43.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031875000000000014,0.139125,0.1731785,0.0014989430968880477,-2.5891800000000002e-05,1.113728547156952e-05,-26234.1,74186.23225206055
738.95,37.0,0.172,42.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031750000000000014,0.14024999999999999,0.172505,0.0014413954167750071,-2.7837250000000002e-05,1.0806985975996623e-05,-24857.4,35912.33258515874
758.95,37.0,0.171,48.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.032625000000000015,0.138375,0.172052,0.0015248294399010306,-2.661515e-05,1.132903558940252e-05,-25864.6,43924.661338131766
778.95,37.1,0.171,38.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031812500000000014,0.1391875,0.17147,0.0014789898649181334,-2.386405e-05,1.1018078398503542e-05,-28829.0,252319.17182494875
798.95,37.1,0.171,39.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031437500000000014,0.1395625,0.1710825,0.0014936233395105197,-1.91135e-05,1.0838899424064336e-05,-35001.600000000006,403976.5158373311
818.95,37.1,0.171,43.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031625000000000014,0.139375,0.170645,0.0014625634461869408,-1.45586e-05,1.0412569092411675e-05,-41294.649999999994,1092365.6490197468
838.95,37.1,0.171,36.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031437500000000014,0.1395625,0.170448,0.0015048225250830168,-8.15066e-06,1.0956917681012741e-05,-44276.45,2511100.7812185264
858.95,37.0,0.171,42.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031750000000000014,0.13924999999999998,0.170406,0.0015446952922385329,-3.265805e-06,1.129777689809519e-05,-39912.6,6225369.019303482
878.95,37.0,0.171,32.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031312500000000014,0.1396875,0.1703685,0.0015134782403007619,2.871205e-06,1.115495361227394e-05,40598.25,1391755.7452971889
898.95,37.1,0.171,39.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031375000000000014,0.139625,0.170501,0.0014699576573493532,6.092455e-06,1.1075280206385665e-05,48362.3,2414556.6621365086
918.95,37.1,0.171,44.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.032000000000000015,0.139,0.1704835,0.0014559947017751202,8.57693e-06,1.1614102449322537e-05,46930.9,2493098.038900271
938.95,37.0,0.171,45.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.032125000000000015,0.138875,0.170846,0.0014940669167289292,9.589135e-06,1.1270022965803203e-05,43698.2,1197408.9601289341
958.95,37.0,0.171,37.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031625000000000014,0.139375,0.170964,0.0014296011676765744,9.095655e-06,1.1097828972830685e-05,44483.1,1776827.751484863
978.95,37.0,0.171,40.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031312500000000014,0.1396875,0.171087,0.00148334330071183,8.188265e-06,1.1032795991346308e-05,46126.399999999994,1892742.0453488766
998.95,37.0,0.171,41.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031500000000000014,0.1395,0.1712635,0.0014451175813599234,4.66381e-06,1.1057324982022803e-05,47069.5,4527673.155598734
1018.95,37.1,0.171,37.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031562500000000014,0.1394375,0.171347,0.0015144560417660405,1.717525e-06,1.1072847178096094e-05,37192.850000000006,1495805.7626752509
1038.95,37.0,0.171,40.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031875000000000014,0.139125,0.171449,0.0015058705895262044,-2.8284300000000003e-06,1.1481177535214232e-05,-38375.2,3572317.3730595196
1058.95,37.0,0.171,46.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.032250000000000015,0.13874999999999998,0.1712795,0.0015196477029223651,-8.425125e-06,1.1421839953510203e-05,-44643.7,616892.6576402698
1078.95,37.0,0.171,53.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.032062500000000015,0.1389375,0.171098,0.0015404304629036858,-1.093035e-05,1.136533033317622e-05,-45332.3,9025000.235964252
1098.95,37.0,0.17,41.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.032187500000000015,0.1378125,0.170886,0.0014510757814262026,-1.290375e-05,1.1791238633475381e-05,-41826.7,573840.5720160874
1118.95,37.0,0.171,42.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.032250000000000015,0.13874999999999998,0.170601,0.0015532232717231041,-1.075685e-05,1.1933985870614568e-05,-42349.100000000006,619067.9082063847
1138.95,37.0,0.171,49.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031937500000000014,0.1390625,0.1704405,0.0014692452085557017,-9.036755e-06,1.1426447965083646e-05,-42739.95,2647984.927600875
1158.95,37.0,0.171,51.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.032375000000000015,0.138625,0.170381,0.0014326064670577032,-4.135615e-06,1.1533200561079605e-05,-39683.149999999994,11337907.685406193
1178.95,37.0,0.171,47.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031875000000000014,0.139125,0.170227,0.0015187039754699842,5.073785e-06,1.1622729561418444e-05,42952.05,5521191.494458039
1198.95,37.1,0.171,46.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.032125000000000015,0.138875,0.1704165,0.0015250582589226992,1.988465e-05,1.2075592891233066e-05,32784.35,341978.38361368596
1218.95,37.0,0.171,41.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031500000000000014,0.1395,0.17099799999999998,0.0015734080993923133,3.5531500000000004e-05,1.1878482572697648e-05,19495.35,22415.663478521812
1238.95,37.0,0.171,40.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031937500000000014,0.1390625,0.171883,0.0015241063202050204,5.534205e-05,1.2122519938183513e-05,12524.75,3536.867659345901
1258.95,37.1,0.172,44.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.032000000000000015,0.13999999999999996,0.173217,0.00155540101358317,7.78748e-05,1.2097634668580722e-05,8900.785,1506.4131606847322
1278.95,37.0,0.174,36.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031437500000000014,0.14256249999999998,0.175043,0.0014347545774800643,0.000100927,1.2887719477556055e-05,6867.815,926.7988264016518
1298.95,37.0,0.177,44.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031750000000000014,0.14525,0.17731950000000002,0.001546615998663606,0.00012868,1.4012956749726594e-05,5386.59,629.0333085719972
1318.95,37.0,0.181,47.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031937500000000014,0.1490625,0.180267,0.00150652455384257,0.00015424,1.8585664847515287e-05,4493.955,567.9478487231884
1338.95,37.0,0.18600000000000005,46.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.032062500000000015,0.15393750000000003,0.183519,0.0016078493177015482,0.0001787885,2.4566259953616082e-05,3876.915,570.0446744294871
1358.95,37.1,0.18600000000000005,54.0,O1_R22_T_CFP,C06,M9_0.5%_glucose,30_uM_beta-thujaplicin,O1,22.0,CFP,20200708,1,0.031812500000000014,0.15418750000000003,0.18735849999999998,0.0017754113410692256,0.00020447949999999999,3.577536627825224e-05,3389.815,693.5407745525115
18.95,37.1,0.08199999999999999,29.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031687500000000014,0.050312499999999975,0.08126535,0.002411180968882261,0.00032169049999999997,7.879027735451531e-05,2154.7,678.9642972780917
38.95,37.0,0.087,33.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031437500000000014,0.05556249999999998,0.08775605,0.0021595529654473227,0.00032701050000000004,4.503010500367948e-05,2119.645,311.5421571057077
58.95,37.1,0.094,30.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031750000000000014,0.062249999999999986,0.0944322,0.0022747009141815167,0.000321456,2.4649205621080988e-05,2156.275,166.37299143674795
78.95,37.0,0.101,35.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031375000000000014,0.06962499999999999,0.1006285,0.0021048473357764704,0.000311598,2.1392169695730572e-05,2224.49,155.7496739949067
98.95,37.0,0.107,40.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031375000000000014,0.07562499999999998,0.10691,0.002095484961609258,0.00030181900000000005,2.1465364366294246e-05,2296.565,168.60907764701605
118.95,37.0,0.113,31.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031437500000000014,0.08156249999999998,0.112689,0.002076839793210802,0.00029410199999999997,2.0976256448942994e-05,2356.83,172.8501147646832
138.95,37.1,0.119,32.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031250000000000014,0.08774999999999998,0.1186745,0.002040642596174603,0.0002893915,1.877340307179252e-05,2395.1899999999996,157.4157852096152
158.95,37.0,0.124,36.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031687500000000014,0.09231249999999999,0.1244955,0.0020399877694070984,0.00029446750000000003,1.7029877230303147e-05,2353.8950000000004,136.35508701935794
178.95,37.0,0.13,34.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031187500000000014,0.0988125,0.13030550000000002,0.0020649582149767577,0.00031057999999999997,1.7035450834105727e-05,2231.785,122.91428160522639
198.95,37.0,0.13699999999999998,36.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031375000000000014,0.10562499999999997,0.136989,0.002136568146465001,0.0003393955,1.6709110474574356e-05,2042.3,101.13524939548228
218.95,37.1,0.14300000000000002,34.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031812500000000014,0.1111875,0.143949,0.002065851313864874,0.0003772395,1.685336046201534e-05,1837.415,81.29620471768477
238.95,37.1,0.152,30.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031437500000000014,0.12056249999999999,0.15203,0.0018608074240650373,0.0004269375,1.7144543747083624e-05,1623.5349999999999,65.63656204074746
258.95,37.0,0.162,35.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031250000000000014,0.13074999999999998,0.1611825,0.002062302966016794,0.000484774,1.6577498837761643e-05,1429.835,49.2048246086787
278.95,37.1,0.172,32.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031687500000000014,0.14031249999999998,0.1713415,0.002059891121370254,0.0005456335,1.540855652293655e-05,1270.355,36.186213247451036
298.95,37.0,0.184,30.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031937500000000014,0.1520625,0.1829845,0.0020453971782999057,0.000610575,1.5107374894967688e-05,1135.2350000000001,28.179351811166637
318.95,37.1,0.196,38.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031375000000000014,0.164625,0.195893,0.0019561624534723578,0.0006788905000000001,1.485681015803078e-05,1021.0,22.4575010121087
338.95,37.0,0.21,38.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031312500000000014,0.17868749999999997,0.210257,0.0021000286117072047,0.000745051,1.6245145423000727e-05,930.3355,20.35364545946145
358.95,37.0,0.225,35.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031812500000000014,0.19318749999999998,0.22566350000000002,0.001954784933165425,0.0008126464999999999,1.5983388732835424e-05,852.9504999999999,16.75536268699135
378.95,37.0,0.24,38.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032250000000000015,0.20775,0.242881,0.00209804672000464,0.000881621,1.5922671236587212e-05,786.219,14.187020271204089
398.95,37.1,0.259,44.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031875000000000014,0.227125,0.261112,0.0021533225662372702,0.000952383,1.5208341679207841e-05,727.803,11.627735128762417
418.95,37.1,0.281,46.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031687500000000014,0.24931250000000002,0.28076999999999996,0.001982617896609317,0.00102519,1.5599277796155878e-05,676.1145,10.291920657340745
438.95,37.0,0.306,45.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032125000000000015,0.273875,0.302084,0.001995496691118946,0.001099625,1.5245794763283633e-05,630.3485000000001,8.717292309909086
458.95,37.1,0.327,37.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031250000000000014,0.29575,0.3245635,0.0019871709161491087,0.001175595,1.5822676129319374e-05,589.614,7.925562619078436
478.95,37.0,0.35100000000000003,50.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031750000000000014,0.31925000000000003,0.3492185,0.0019943079988223155,0.001249105,1.561779848014402e-05,554.9159999999999,6.911399753395353
498.95,37.1,0.371,58.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031625000000000014,0.339375,0.37456049999999996,0.0020083935369980548,0.001314345,1.630184869863095e-05,527.3715,6.545956787799115
518.95,37.1,0.401,47.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031625000000000014,0.369375,0.401527,0.002007620874616825,0.0013675,1.5912378731317605e-05,506.87350000000004,5.903558020873704
538.95,37.0,0.431,60.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031625000000000014,0.399375,0.429253,0.0020295524230151507,0.00140119,1.4370750902431023e-05,494.685,5.093326483369901
558.95,37.0,0.456,45.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031437500000000014,0.4245625,0.4574895,0.0020558620218265834,0.00140788,1.4116690711107037e-05,492.3345,4.944386130564866
578.95,37.0,0.484,69.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031937500000000014,0.4520625,0.485412,0.002120073589807019,0.00138376,1.5760536111431048e-05,500.9175,5.711957994243061
598.95,37.0,0.515,61.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032312500000000015,0.4826875,0.512579,0.0019602203326773413,0.001324885,1.6564414478030916e-05,523.1759999999999,6.543021702088204
618.95,37.0,0.535,58.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031625000000000014,0.503375,0.538362,0.0019209145278457577,0.00123309,1.6704055527492592e-05,562.123,7.624494400942268
638.95,37.0,0.557,64.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031687500000000014,0.5253125000000001,0.5615645,0.00208056756672842,0.00111096,1.6857369073593113e-05,623.9155,9.452103884084778
658.95,37.0,0.585,79.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031812500000000014,0.5531874999999999,0.582532,0.001890248069257194,0.0009667235,1.535605166160017e-05,717.0070000000001,11.407646387056463
678.95,37.0,0.605,63.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031375000000000014,0.5736249999999999,0.600194,0.002086361753451846,0.0008072815,1.383251451759134e-05,858.6185,14.700069106533611
698.95,37.0,0.619,74.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031812500000000014,0.5871875,0.614752,0.0020114279890554236,0.0006433485,1.4510889201433058e-05,1077.4050000000002,24.31822409083819
718.95,37.0,0.626,69.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031875000000000014,0.594125,0.626146,0.002223900126503861,0.0004869895,1.5137481702822596e-05,1423.33,44.468101399580036
738.95,37.0,0.632,71.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031750000000000014,0.60025,0.6342034999999999,0.002031806263456785,0.0003431635,1.7115341815114216e-05,2019.875,101.6474844376045
758.95,37.0,0.639,75.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032625000000000015,0.606375,0.6398825,0.0019877839004250183,0.000224653,1.7077810787114638e-05,3085.415,244.44201908682604
778.95,37.1,0.6409999999999999,78.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031812500000000014,0.6091874999999999,0.6434375,0.001978557307399483,0.00012905350000000002,1.648203861304509e-05,5371.02,742.9625923800803
798.95,37.1,0.644,69.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031437500000000014,0.6125625,0.6451819999999999,0.0021404919822781924,6.02668e-05,1.5032700791445669e-05,11501.3,4672.9020476861915
818.95,37.1,0.645,79.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031625000000000014,0.613375,0.6460555,0.002017600109800416,1.799935e-05,1.4474537086214914e-05,32121.05,823716.4028595644
838.95,37.1,0.647,77.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031437500000000014,0.6155625,0.6460680000000001,0.0020405178497381487,-6.65416e-06,1.5081155603701326e-05,-36545.05,882579.6322420163
858.95,37.0,0.647,91.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031750000000000014,0.61525,0.6459705,0.0019844997574087943,-1.8139399999999998e-05,1.650138879030941e-05,-29950.3,615553.3614995426
878.95,37.0,0.647,75.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031312500000000014,0.6156875,0.645337,0.0020898529932350113,-2.2339299999999998e-05,1.734854744693708e-05,-26202.050000000003,241805.6837249073
898.95,37.1,0.6459999999999999,94.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031375000000000014,0.6146249999999999,0.644952,0.001907425025732044,-2.4749599999999998e-05,1.741999611277081e-05,-24910.45,7040482.810409279
918.95,37.1,0.644,90.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032000000000000015,0.612,0.6445185,0.0020514827423651944,-2.900695e-05,1.538254355158787e-05,-23122.050000000003,142387.88876662086
938.95,37.0,0.643,85.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032125000000000015,0.6108750000000001,0.643717,0.0021023683603597306,-3.93864e-05,1.5241357154829393e-05,-17544.45,31192.32214755439
958.95,37.0,0.642,85.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031625000000000014,0.610375,0.642709,0.002018130358811233,-5.44722e-05,1.5024296679751867e-05,-12724.8,10152.736781636238
978.95,37.0,0.6409999999999999,76.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031312500000000014,0.6096874999999999,0.6414934999999999,0.001986708127003061,-7.249725000000001e-05,1.5966553171755736e-05,-9561.01,2683.3854337635325
998.95,37.0,0.64,86.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031500000000000014,0.6085,0.6397695,0.0020465092139190454,-9.232709999999999e-05,1.649116561242674e-05,-7507.514999999999,1788.1029980213543
1018.95,37.1,0.64,78.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031562500000000014,0.6084375,0.637805,0.002038558585970323,-0.000110168,1.6840440974831047e-05,-6291.74,1145.9798606774123
1038.95,37.0,0.636,80.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031875000000000014,0.604125,0.635423,0.0021010383956980012,-0.0001210835,1.7055028894180317e-05,-5724.545,906.3645380034936
1058.95,37.0,0.632,86.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032250000000000015,0.59975,0.633085,0.002094903391524824,-0.00012604450000000002,1.626915506351954e-05,-5499.225,752.1138007061015
1078.95,37.0,0.63,86.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032062500000000015,0.5979375,0.6303525,0.00198479745503162,-0.00012543800000000001,1.6135769641252792e-05,-5525.805,745.817848713656
1098.95,37.0,0.627,80.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032187500000000015,0.5948125,0.6280015,0.0020935242323883475,-0.0001201895,1.6670895363577664e-05,-5767.135,858.3408866829534
1118.95,37.0,0.625,83.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032250000000000015,0.59275,0.6258254999999999,0.0019858452506111833,-0.0001117695,1.6903095374816474e-05,-6201.555,1015.2246175639425
1138.95,37.0,0.624,72.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031937500000000014,0.5920624999999999,0.623643,0.0021365163189270677,-0.000101969,1.7565094565089248e-05,-6797.625,1273.8486247091269
1158.95,37.0,0.622,80.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032375000000000015,0.589625,0.6216825,0.001954594554376232,-9.344915e-05,1.714323245393451e-05,-7417.375,1496.2301191967722
1178.95,37.0,0.621,74.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031875000000000014,0.589125,0.6198459999999999,0.0019737992699296924,-8.98717e-05,1.6979162479514392e-05,-7712.635,1846.3913929684877
1198.95,37.1,0.619,76.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032125000000000015,0.586875,0.6179725,0.002145798725569468,-8.80899e-05,1.6439663939151707e-05,-7868.635,1813.1031627264094
1218.95,37.0,0.616,80.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031500000000000014,0.5845,0.616178,0.002033426187363474,-9.170915000000001e-05,1.819574093501897e-05,-7558.11,2967.9323179100993
1238.95,37.0,0.614,82.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031937500000000014,0.5820624999999999,0.6144035,0.002057992525344786,-9.629005e-05,1.8690769579541043e-05,-7198.535,1798.3182368154562
1258.95,37.1,0.612,84.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.032000000000000015,0.58,0.6123695,0.0020994284523644107,-0.000100344,2.0211508906585736e-05,-6907.719999999999,1689.63690691443
1278.95,37.0,0.61,83.0,O1_R0_T_CFP,C07,M9_0.5%_glucose,60_uM_beta-thujaplicin,O1,0.0,CFP,20200708,1,0.031437500000000014,0.5785625,0.6102855,0.0020235474092104248,-0.0001045245,1.9974527472338206e-05,-6631.450000000001,1584.6140696202435
