0:24:18,37.0,0.031,0.031,0.032,0.032,0.032,0.031,0.031,0.031,0.032,0.031,0.043,0.041,0.041,0.041,0.041,0.041,0.040,0.040,0.040,0.042,0.041,0.040,0.040,0.040,0.040,0.040,0.040,0.039,0.040,0.040,0.042,0.040,0.040,0.040,0.040,0.039,0.039,0.040,0.039,0.041,0.043,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.040,0.042,0.042,0.039,0.040,0.040,0.040,0.040,0.040,0.040,0.039,0.041,0.043,0.041,0.041,0.042,0.041,0.041,0.041,0.041,0.041,0.043,0.031,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.031,0.031
0:49:18,37.0,0.031,0.032,0.032,0.032,0.032,0.032,0.031,0.031,0.031,0.031,0.045,0.044,0.041,0.041,0.041,0.044,0.043,0.043,0.043,0.044,0.044,0.041,0.041,0.040,0.040,0.043,0.043,0.042,0.042,0.043,0.044,0.041,0.040,0.040,0.040,0.042,0.042,0.042,0.042,0.043,0.046,0.042,0.042,0.041,0.042,0.043,0.043,0.043,0.043,0.045,0.044,0.039,0.040,0.040,0.040,0.042,0.041,0.041,0.042,0.043,0.045,0.042,0.041,0.043,0.042,0.044,0.044,0.044,0.043,0.045,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.031,0.031
1:14:18,37.0,0.031,0.032,0.032,0.032,0.032,0.031,0.031,0.031,0.032,0.031,0.049,0.045,0.041,0.042,0.042,0.046,0.046,0.046,0.046,0.048,0.048,0.043,0.042,0.041,0.041,0.047,0.047,0.046,0.046,0.047,0.047,0.042,0.041,0.041,0.041,0.045,0.045,0.045,0.045,0.047,0.050,0.043,0.043,0.042,0.042,0.047,0.047,0.047,0.046,0.049,0.046,0.040,0.041,0.040,0.040,0.045,0.044,0.044,0.044,0.046,0.049,0.042,0.042,0.043,0.042,0.046,0.047,0.047,0.046,0.048,0.031,0.032,0.032,0.032,0.032,0.031,0.032,0.032,0.032,0.031
1:39:18,37.0,0.031,0.032,0.032,0.032,0.032,0.031,0.031,0.031,0.032,0.031,0.052,0.042,0.041,0.042,0.042,0.049,0.049,0.048,0.048,0.051,0.052,0.044,0.044,0.042,0.042,0.051,0.051,0.051,0.050,0.050,0.050,0.044,0.042,0.041,0.041,0.049,0.049,0.048,0.048,0.050,0.055,0.045,0.044,0.043,0.043,0.051,0.051,0.050,0.050,0.053,0.049,0.040,0.041,0.040,0.040,0.046,0.046,0.046,0.046,0.048,0.052,0.042,0.042,0.043,0.042,0.049,0.049,0.049,0.049,0.051,0.031,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.031,0.031
2:04:18,37.1,0.031,0.032,0.032,0.032,0.032,0.031,0.031,0.031,0.032,0.031,0.057,0.042,0.042,0.042,0.042,0.052,0.053,0.052,0.052,0.055,0.056,0.046,0.046,0.043,0.043,0.053,0.053,0.053,0.052,0.054,0.055,0.045,0.043,0.042,0.042,0.052,0.052,0.051,0.051,0.054,0.060,0.046,0.045,0.043,0.044,0.055,0.055,0.054,0.055,0.058,0.053,0.041,0.042,0.040,0.040,0.050,0.050,0.050,0.049,0.051,0.057,0.042,0.042,0.043,0.042,0.053,0.052,0.052,0.052,0.056,0.032,0.032,0.032,0.032,0.032,0.031,0.032,0.032,0.031,0.031
2:29:18,37.0,0.031,0.032,0.032,0.032,0.032,0.032,0.031,0.031,0.032,0.031,0.062,0.042,0.042,0.042,0.042,0.057,0.058,0.057,0.056,0.061,0.061,0.049,0.048,0.044,0.044,0.056,0.056,0.053,0.053,0.059,0.059,0.047,0.045,0.042,0.042,0.057,0.057,0.056,0.056,0.059,0.066,0.048,0.047,0.044,0.044,0.061,0.061,0.060,0.060,0.064,0.057,0.041,0.043,0.041,0.041,0.054,0.054,0.053,0.053,0.056,0.063,0.042,0.042,0.043,0.043,0.057,0.057,0.057,0.057,0.061,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.031,0.031
2:54:18,37.1,0.031,0.032,0.032,0.032,0.032,0.032,0.031,0.031,0.032,0.031,0.069,0.042,0.042,0.043,0.042,0.063,0.064,0.063,0.062,0.068,0.069,0.052,0.051,0.046,0.046,0.057,0.057,0.053,0.053,0.066,0.066,0.047,0.046,0.043,0.043,0.062,0.065,0.062,0.061,0.066,0.074,0.050,0.049,0.045,0.045,0.068,0.068,0.066,0.067,0.072,0.063,0.042,0.045,0.041,0.041,0.059,0.059,0.058,0.058,0.062,0.069,0.042,0.042,0.043,0.043,0.063,0.063,0.062,0.062,0.068,0.032,0.032,0.032,0.032,0.032,0.031,0.032,0.032,0.031,0.031
3:19:18,37.1,0.031,0.032,0.032,0.032,0.032,0.031,0.031,0.031,0.032,0.031,0.078,0.043,0.042,0.043,0.043,0.071,0.072,0.070,0.070,0.076,0.077,0.055,0.054,0.047,0.047,0.057,0.057,0.052,0.052,0.074,0.074,0.049,0.048,0.043,0.043,0.070,0.071,0.069,0.069,0.074,0.084,0.051,0.051,0.061,0.046,0.077,0.077,0.075,0.075,0.082,0.070,0.043,0.046,0.042,0.041,0.066,0.066,0.064,0.064,0.068,0.078,0.043,0.043,0.043,0.043,0.071,0.070,0.069,0.070,0.077,0.032,0.032,0.032,0.033,0.033,0.032,0.032,0.032,0.031,0.031
3:44:18,37.1,0.031,0.032,0.032,0.032,0.032,0.032,0.031,0.032,0.032,0.031,0.090,0.043,0.043,0.043,0.043,0.081,0.083,0.080,0.079,0.087,0.088,0.059,0.058,0.049,0.049,0.056,0.056,0.051,0.051,0.085,0.085,0.052,0.050,0.044,0.044,0.080,0.081,0.078,0.078,0.085,0.096,0.054,0.053,0.047,0.047,0.088,0.088,0.086,0.085,0.093,0.079,0.044,0.045,0.042,0.042,0.074,0.075,0.072,0.072,0.077,0.089,0.043,0.043,0.043,0.043,0.080,0.080,0.078,0.078,0.088,0.032,0.033,0.032,0.033,0.033,0.031,0.032,0.032,0.031,0.031
4:09:18,37.0,0.031,0.032,0.032,0.033,0.032,0.032,0.031,0.032,0.032,0.031,0.104,0.043,0.043,0.043,0.043,0.093,0.096,0.092,0.091,0.101,0.100,0.063,0.061,0.051,0.051,0.054,0.055,0.049,0.049,0.098,0.099,0.054,0.052,0.045,0.045,0.092,0.093,0.089,0.088,0.098,0.111,0.057,0.056,0.048,0.048,0.102,0.103,0.098,0.098,0.108,0.091,0.045,0.047,0.042,0.042,0.085,0.086,0.082,0.082,0.089,0.104,0.043,0.043,0.043,0.043,0.091,0.091,0.090,0.089,0.102,0.032,0.033,0.033,0.033,0.033,0.032,0.032,0.032,0.031,0.031
