time_min,temp_C,OD600,strain,well,media,neg_selection,operator,repressor,volume_marker,date,run_number
718.9666666666667,37.1,0.03,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
733.9666666666667,37.0,0.031,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
748.9666666666667,37.0,0.031,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
763.9666666666667,37.0,0.03,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
778.9666666666667,37.1,0.031,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
793.9666666666667,37.0,0.032,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
808.9666666666667,37.0,0.032,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
823.9666666666667,37.0,0.032,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
838.9666666666667,37.0,0.032,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
853.9666666666667,37.1,0.032,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
868.9666666666667,37.0,0.038,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
883.9666666666667,37.0,0.032,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
898.9666666666667,37.1,0.032,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
913.9666666666667,37.1,0.032,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
928.9666666666667,37.1,0.032,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
943.9666666666667,37.0,0.032,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
958.9666666666667,37.1,0.032,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
973.9666666666667,37.1,0.032,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
988.9666666666667,37.1,0.032,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
1003.9666666666667,37.1,0.032,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
1018.9666666666667,37.0,0.032,blank,A01,M9_0.5%_glucose,0_mM_NiCl2,blank,,blank,20200305,1
