time_min,temp_C,OD600,YFP,strain,well,media,pos_selection,operator,repressor,volume_marker,date,run_number,blank_val,OD_sub,logOD_fit,logOD_fit_std,growth_rate,growth_rate_std,doubling_time,doubling_time_std
758.95,37.0,0.912,86.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031062500000000014,0.8809375,-0.0881748708094392,0.0022339353754928432,-0.00017209580480502355,3.209833576015016e-05,-4027.682030629674,751.2204629319407
778.95,37.1,0.909,83.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031125000000000014,0.877875,-0.09179418867410405,0.0022342356104020694,-0.00018707156574291825,3.2079008022119985e-05,-3705.2513983471854,635.3760330145215
798.95,37.1,0.906,84.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031250000000000014,0.87475,-0.09555643396325664,0.0022339353754928432,-0.00018690745381436114,3.209833576015016e-05,-3708.5047514926177,636.875781314485
818.95,37.0,0.903,81.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031125000000000014,0.871875,-0.09919473795412515,0.0022333949787225636,-0.00017541086970725844,3.213983236942309e-05,-3951.5634448237565,724.0291717709912
838.95,37.0,0.901,83.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031187500000000014,0.8698125,-0.10252857266891269,0.002233347563750236,-0.000157270507679233,3.216926843423508e-05,-4407.356412771806,901.5131547548591
858.95,37.1,0.898,102.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031250000000000014,0.86675,-0.10547287694638818,0.0022341742266629625,-0.00013720136585179676,3.216685718644999e-05,-5052.0428587327215,1184.4513363826095
878.95,37.1,0.8959999999999999,93.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031062500000000014,0.8649374999999999,-0.1080303701416625,0.0022354842603691943,-0.00011914710463271916,3.214772252799678e-05,-5817.574692197759,1569.6711856085801
898.95,37.0,0.894,84.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031125000000000014,0.8628750000000001,-0.11026980414596466,0.002236436903210254,-0.00010569346483499387,3.215105369175916e-05,-6558.089297593472,1994.9150257440426
918.95,37.1,0.892,90.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031000000000000014,0.861,-0.11229548819676083,0.002236563692524321,-9.779331530505864e-05,3.2204596267068556e-05,-7087.878945485451,2334.1296807166027
938.95,37.0,0.89,83.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031000000000000014,0.859,-0.1142147440168717,0.002236336133282429,-9.483346384021873e-05,3.22951460446792e-05,-7309.099051024883,2489.0836182635244
958.95,37.0,0.887,85.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031000000000000014,0.856,-0.11610982108394907,0.0022368662863310245,-9.500140464234474e-05,3.237517591157953e-05,-7296.178231989956,2486.4374861845417
978.95,37.0,0.885,89.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031250000000000014,0.85375,-0.11801934815239967,0.0022388817996775398,-9.585183097295114e-05,3.240529093491743e-05,-7231.444339916132,2444.784364951493
998.95,37.0,0.884,84.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031125000000000014,0.852875,-0.11993201162432499,0.002241879758762734,-9.493933922015418e-05,3.2397242376294424e-05,-7300.948018530138,2491.38644186851
1018.95,37.0,0.8809999999999999,88.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031125000000000014,0.8498749999999999,-0.12179239731559122,0.002244381672027811,-9.038062314464801e-05,3.2415143338709304e-05,-7669.201167717229,2750.5702715402417
1038.95,37.0,0.88,87.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031312500000000014,0.8486875,-0.12351641189138718,0.002245284925458553,-8.12351825004165e-05,3.2523080646917875e-05,-8532.598305621968,3416.086162175795
1058.95,37.0,0.879,99.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031250000000000014,0.84775,-0.12501192513600046,0.0022451747281392806,-6.764070643050513e-05,3.2718464679827895e-05,-10247.485828257766,4956.808123720018
1078.95,37.0,0.878,92.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031250000000000014,0.84675,-0.12619956224687812,0.002246214129799198,-5.0696357719634544e-05,3.291810840640105e-05,-13672.524254962236,8877.829805901076
1098.95,37.1,0.877,90.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031312500000000014,0.8456875,-0.12702899686101432,0.002250314982021611,-3.21413779787727e-05,3.3026068610182895e-05,-21565.57136466657,22159.16318141845
1118.95,37.1,0.877,82.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031312500000000014,0.8456875,-0.1274874754684916,0.0022570288837302295,-1.391645750109527e-05,3.30340213878434e-05,-49807.73163755161,118230.49594807802
1138.95,37.0,0.8759999999999999,84.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031125000000000014,0.8448749999999998,-0.1275992761129885,0.0022633703250831147,2.286320099950667e-06,3.3061045647108585e-05,303171.5377802529,4383974.076802859
1158.95,37.0,0.8759999999999999,86.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031312500000000014,0.8446874999999999,-0.12741690322497945,0.0022663678791980495,1.5384782685132214e-05,3.3270608212220075e-05,45054.0767943248,97432.41539809729
1178.95,37.1,0.8759999999999999,80.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031312500000000014,0.8446874999999999,-0.12700658711950297,0.0022664413117737367,2.5105747541193102e-05,3.370758076206533e-05,27609.103430305775,37068.64661640823
1198.95,37.0,0.877,95.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031375000000000014,0.845625,-0.1264317361264844,0.0022682279891809184,3.198895138642466e-05,3.421202464491396e-05,21668.330799180254,23174.172180908074
1218.95,37.0,0.877,85.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031187500000000014,0.8458125,-0.1257381985682713,0.0022769894607109838,3.720768521198181e-05,3.4535339664309375e-05,18629.14009863571,17291.15039796162
1238.95,37.0,0.877,98.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031312500000000014,0.8456875,-0.12494454633358743,0.0022929166647885765,4.2257142537027725e-05,3.459278007271681e-05,16403.077419458183,13427.979641308128
1258.95,37.0,0.878,94.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031125000000000014,0.846875,-0.1240392880486283,0.002309181174345067,4.8587093858742936e-05,3.4636649896312606e-05,14266.076143082963,10169.965839049391
1278.95,37.0,0.877,89.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031187500000000014,0.8458125,-0.12298528033145573,0.0023175307534681637,5.7263059146328565e-05,3.512816461888613e-05,12104.613181574785,7425.604758623181
1298.95,37.0,0.879,89.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031187500000000014,0.8478125,-0.12173000187392802,0.002317938945660234,6.872929893686486e-05,3.6281314051321055e-05,10085.177519367315,5323.835664024592
1318.95,37.1,0.8809999999999999,88.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031125000000000014,0.8498749999999999,-0.1202191259032972,0.002322934934424519,8.272120733338051e-05,3.769993021936778e-05,8379.31653688811,3818.847172449345
1338.95,37.1,0.882,88.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031250000000000014,0.85075,-0.11841020946457093,0.0023484190963979842,9.834044265588648e-05,3.863582977174997e-05,7048.44478873672,2769.1812814603936
1358.95,37.1,0.883,81.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031125000000000014,0.8518749999999999,-0.11628340710995388,0.002394756127903596,0.00011427105078129496,3.878227344472971e-05,6065.816108461012,2058.667854853477
1378.95,37.1,0.885,96.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031187500000000014,0.8538125,-0.11384685378754256,0.0024389015181827947,0.0001290862076198801,3.903266602116872e-05,5369.645551917169,1623.6558912414635
1398.95,37.0,0.887,85.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031125000000000014,0.8558749999999999,-0.11113555962215571,0.0024554012749250635,0.0001415784577094431,4.124714747409118e-05,4895.852036914182,1426.3464530201602
1418.95,37.1,0.889,85.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031125000000000014,0.8578749999999999,-0.10820404899316571,0.0024561408613416494,0.00015104406678663473,4.611720975488751e-05,4589.039445945844,1401.1387484759105
1438.95,37.1,0.8909999999999999,90.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031125000000000014,0.859875,-0.10511426798733225,0.002507653879359188,0.00015746383783396545,5.1370624750680264e-05,4401.945170997422,1436.0800337587127
1458.95,37.0,0.894,80.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031062500000000014,0.8629375,-0.10192122660261305,0.0026651031589269847,0.0001615452159397096,5.3538343699146734e-05,4290.73170955824,1422.0084924885052
1478.95,37.0,0.897,95.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031125000000000014,0.865875,-0.09865926904498679,0.0028522905511011386,0.00016461861854565052,5.391445928978685e-05,4210.624452347279,1379.027127224404
1498.95,37.0,0.9,96.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031125000000000014,0.8688750000000001,-0.09533172223466124,0.0029010301947279362,0.00016840887669486437,7.05607663065713e-05,4115.85893905011,1724.4825002623131
1518.95,37.0,0.903,101.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031250000000000014,0.87175,-0.09190601712592184,0.0030496834869806772,0.00017472516881321398,0.00012652121485835332,3967.071173935672,2872.617996394441
1538.95,37.0,0.906,89.0,O1_R0_T_mCherry,C05,M9_0.5%_glucose,0.5_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031187500000000014,0.8748125,-0.08831535991608064,0.0048826959069578684,0.00018512606312647006,0.00022473991209826888,3744.1901418625066,4545.383557292685
18.95,37.0,0.136,27.0,O1_R0_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031000000000000014,0.105,-2.0447414471295815,0.006818629779451126,0.0030569871334574505,0.00023469627114006787,226.74193586676836,17.407821667480903
38.95,37.0,0.139,36.0,O1_R0_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031000000000000014,0.108,-1.9727718652284238,0.004428660058758577,0.004113465268187511,0.00015391455456531284,168.50687567987228,6.305063740792917
58.95,37.0,0.152,30.0,O1_R0_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031062500000000014,0.12093749999999998,-1.881343064117516,0.0038229944539398117,0.004999199023653339,9.714469815511047e-05,138.65164744999566,2.6942860999351614
78.95,37.0,0.172,31.0,O1_R0_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031187500000000014,0.14081249999999998,-1.7740629034400968,0.00380790702850471,0.005696390402325835,6.527107401851075e-05,121.68182508645009,1.3942695024347913
98.95,37.1,0.2,37.0,O1_R0_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031062500000000014,0.1689375,-1.6548040439524812,0.0037404901233410136,0.006196398733742392,5.4974061000984685e-05,111.86290785088171,0.9924407037356353
118.95,37.0,0.223,36.0,O1_R0_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031062500000000014,0.19193749999999998,-1.5275201928944284,0.0035637307089878044,0.006499708150396466,5.427727025251185e-05,106.64281603438842,0.8905447463874719
138.95,37.0,0.254,31.0,O1_R0_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.030937500000000014,0.2230625,-1.3960684997604176,0.003381278697098392,0.006615351409163361,5.363493693300269e-05,104.77858811851192,0.8495078519761028
158.95,37.0,0.29,39.0,O1_R0_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031062500000000014,0.2589375,-1.2640484663750726,0.003271151907271813,0.006559847250749873,5.072854905027653e-05,105.66514037056425,0.8171286695097635
178.95,37.0,0.327,34.0,O1_R0_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031062500000000014,0.2959375,-1.1346662353031434,0.003237116210571673,0.006355742972428358,4.6553647744033744e-05,109.05840333173707,0.7988155773852249
198.95,37.1,0.37,44.0,O1_R0_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031000000000000014,0.33899999999999997,-1.0106310074010594,0.003236225426757417,0.006029880312429681,4.280267062799814e-05,114.95206283466818,0.8159789296943243
218.95,37.0,0.415,38.0,O1_R0_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031062500000000014,0.3839375,-0.8940877969346275,0.0032272607889180737,0.005611518948364647,4.05822668384561e-05,123.52220262250879,0.8933073261316112
238.95,37.0,0.461,46.0,O1_R0_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031062500000000014,0.42993750000000003,-0.7865879793220643,0.0031950556669422957,0.005130456701216368,3.986393111783893e-05,135.10438172017095,1.04976848656265
258.95,37.0,0.507,49.0,O1_R0_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031000000000000014,0.476,-0.6890963534324328,0.003147998916697321,0.004615278787284627,3.983532470937609e-05,150.18533278414466,1.2962773807997816
278.95,37.0,0.551,41.0,O1_R0_T_mCherry,C03,M9_0.5%_glucose,0_ugmL_tetracycline,O1,0.0,mCherry,20200707,1,0.031062500000000014,0.5199375,-0.6020309506243962,0.0031038279283708333,0.004091851119311096,3.968810394537605e-05,169.39696981855084,1.643032542034977
