time_min,temp_C,OD600,strain,well,media,pos_selection,neg_selection,operator,repressor,volume_marker,date,run_number,blank_val,OD_sub,gp_OD600,gp_OD600_std,gp_growth_rate,gp_growth_rate_std,gp_doubling_time,gp_doubling_time_std
24.516666666666666,37.0,0.053,O2_R0_ST_CFP,C03,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_surcorse,O2,0.0,CFP,20200724,1,0.031000000000000014,0.021999999999999985,0.05220185,0.0025577958247657226,0.0002159535,0.00010223948172482016,3126.2,188321.1651090191
49.51666666666666,37.1,0.057,O2_R0_ST_CFP,C03,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_surcorse,O2,0.0,CFP,20200724,1,0.031125000000000014,0.02587499999999999,0.0575994,0.0022249823044296433,0.0002112835,4.382413222857066e-05,3280.645,952.7152289978411
74.51666666666667,37.1,0.063,O2_R0_ST_CFP,C03,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_surcorse,O2,0.0,CFP,20200724,1,0.031062500000000014,0.03193749999999999,0.0627546,0.0022163233696020487,0.0002062925,2.2710551741293933e-05,3360.0150000000003,394.6378558452469
99.51666666666668,37.0,0.067,O2_R0_ST_CFP,C03,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_surcorse,O2,0.0,CFP,20200724,1,0.031125000000000014,0.03587499999999999,0.0679312,0.0020876320125390027,0.0002192745,2.7348964502309616e-05,3161.0950000000003,414.119733586569
124.51666666666668,37.0,0.073,O2_R0_ST_CFP,C03,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_surcorse,O2,0.0,CFP,20200724,1,0.031062500000000014,0.04193749999999998,0.0740089,0.0020288669638543234,0.000264113,2.7080311082097112e-05,2624.4350000000004,270.85654259374235
149.51666666666668,36.9,0.081,O2_R0_ST_CFP,C03,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_surcorse,O2,0.0,CFP,20200724,1,0.031125000000000014,0.04987499999999999,0.0816549,0.002044763027313998,0.000355521,1.9963439900545493e-05,1949.665,110.20660501833211
174.51666666666668,37.1,0.093,O2_R0_ST_CFP,C03,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_surcorse,O2,0.0,CFP,20200724,1,0.031125000000000014,0.061874999999999986,0.09225585,0.0021511960073572665,0.0004945095,1.6563736665826688e-05,1401.69,47.43627144093145
199.51666666666668,37.1,0.11,O2_R0_ST_CFP,C03,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_surcorse,O2,0.0,CFP,20200724,1,0.031125000000000014,0.07887499999999999,0.1067955,0.002073343035593162,0.000680197,1.9365107605242423e-05,1019.04,29.156981348747784
224.51666666666668,37.1,0.129,O2_R0_ST_CFP,C03,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_surcorse,O2,0.0,CFP,20200724,1,0.031062500000000014,0.09793749999999998,0.1265555,0.0020385914362993115,0.000904551,2.1633848685118067e-05,766.289,18.456628488196024
249.51666666666668,37.0,0.151,O2_R0_ST_CFP,C03,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_surcorse,O2,0.0,CFP,20200724,1,0.031125000000000014,0.11987499999999998,0.15212,0.002003189591346316,0.001148745,2.0852172664591974e-05,603.396,10.999034245477771
274.51666666666665,37.0,0.182,O2_R0_ST_CFP,C03,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_surcorse,O2,0.0,CFP,20200724,1,0.031062500000000014,0.15093749999999997,0.183858,0.002119245691343344,0.0013956799999999998,1.6345978373996334e-05,496.6385,5.825689780647851
299.51666666666665,37.0,0.22,O2_R0_ST_CFP,C03,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_surcorse,O2,0.0,CFP,20200724,1,0.031062500000000014,0.18893749999999998,0.22176400000000002,0.002146353360020874,0.00162422,1.4928479204789138e-05,426.757,3.926094176536094
324.51666666666665,37.0,0.263,O2_R0_ST_CFP,C03,M9_0.5%_glucose,0_ugmL_tetracycline,0_%wv_surcorse,O2,0.0,CFP,20200724,1,0.031187500000000014,0.2318125,0.2646655,0.0020730410507653297,0.00181226,1.6762077624175625e-05,382.4765,3.531034090579888
